Transaction Date,Owner,Ticker,Asset Name,Asset Type,Transaction Type,Amount,Comment,Last Name,First Name,Date Received
10/11/2023,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,LPX,Louisiana-Pacific Corporation Common Stock Option Type: Put Strike price: $52.50 Expires: 06/21/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,NU,Nu Holdings Ltd Cl A,Stock,Sale (Full),"$100,001 - $250,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,LPX,Louisiana-Pacific Corporation Common Stock,Stock,Sale (Full),"$100,001 - $250,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,KR,Kroger Company,Stock,Sale (Full),"$50,001 - $100,000",--,Tuberville,Thomas H,11/16/2023
10/03/2023,Joint,KR,Kroger Company,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,11/16/2023
10/05/2023,Self,AES,The AES Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Boozman,John,11/07/2023
10/20/2023,Spouse,PSQ,ProShares Short QQQ,Other Securities,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,11/02/2023
10/20/2023,Spouse,HDGE,Ranger Equity Bear Bear ETF,Other Securities,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,11/02/2023
10/20/2023,Spouse,PSQ,ProShares Short QQQ,Other Securities,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,11/02/2023
10/20/2023,Spouse,HDGE,Ranger Equity Bear Bear ETF,Other Securities,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,11/02/2023
10/20/2023,Spouse,PSQ,ProShares Short QQQ,Other Securities,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,11/02/2023
10/20/2023,Spouse,HDGE,Ranger Equity Bear Bear ETF,Other Securities,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,11/02/2023
10/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,11/02/2023
10/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,11/02/2023
10/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,11/02/2023
10/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$50,001 - $100,000",--,Carper,Thomas R,11/02/2023
10/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$50,001 - $100,000",--,Carper,Thomas R,11/02/2023
10/18/2023,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,11/02/2023
10/18/2023,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,11/02/2023
10/18/2023,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$50,001 - $100,000",--,Carper,Thomas R,11/02/2023
10/04/2023,Spouse,RVNC,"Revance Therapeutics, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,11/02/2023
10/04/2023,Spouse,GPCR,Structure Therapeutics Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,11/02/2023
10/18/2023,Joint,--,Tulsa County Oklahoma Indl Auth Edl Rate/Coupon: 5.0% Matures: 09/01/2027,Municipal Security,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,11/01/2023
10/17/2023,Joint,--,University Oklahoma Revs Rate/Coupon: 5.0% Matures: 07/01/2028,Municipal Security,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,11/01/2023
10/04/2023,Joint,--,Purcell Oklahoma Public Works Auth Rate/Coupon: 5.0% Matures: 03/01/2030,Municipal Security,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,11/01/2023
10/13/2023,Joint,--,Oklahoma Dev Fin Auth Health Rate/Coupon: 0.41% Matures: 08/15/2031,Municipal Security,Purchase,"$250,001 - $500,000",--,Mullin,Markwayne,11/01/2023
10/25/2023,Joint,--,Nevada St Ltd Tax Go Cap Impt BDS Rate/Coupon: 5.0% Matures: 05/01/38,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,--,NEW MEXICO FIN AUTH ST TRANSN REV REV REF BDS Rate/Coupon: 5.0% Matures: 06/15/2024,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,11/01/2023
10/04/2023,Joint,--,COOK CNTY ILL CMNTY CONS SCH DIST NO 015 PALATINE GO BDS 2023A Rate/Coupon: 5.25% Matures: 12/15/2039,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,11/01/2023
10/04/2023,Joint,--,Kaukauna Wis Antic Nts 2023 B Rate/Coupon: 5.0% Matures: 06/01/28,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,11/01/2023
10/06/2023,Joint,--,FORT LAUDERDALE FLA WTR & SWR REV BDS PROSPECT LAKE WTR TREATMENT 2023 Rate/Coupon: 5.0% Matures: 09/01/38,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,11/01/2023
10/12/2023,Joint,--,POCONO MTN PA SCH DIST GO NTS 2023 Rate/Coupon: 4.5% Matures: 10/01/2026,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,ABT,Abbott Laboratories Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,ADBE,Adobe Systems Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,AMD,"Advanced Micro Devices, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,GOOGL,Alphabet Inc. - Class A Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,AMZN,"Amazon.com, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,AXP,American Express Company Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,ELV,"Elevance Health, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,AAPL,Apple Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,AMAT,"Applied Materials, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,AZO,"AutoZone, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,BRK.B,Berkshire Hathaway Cl B,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,BLK,"BlackRock, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,BSX,Boston Scientific Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,CSX,CSX Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,CAT,"Caterpillar, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,CVX,Chevron Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,CMG,Chipotle Mexican Grill,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,KO,Coca-Cola Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,CMCSA,Comcast Corporation - Class A Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,COP,ConocoPhillips Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,STZ,Constellation Brands Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,COST,Costco Wholesale Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,DE,Deere & Company Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,EW,Edwards Lifesciences Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,EMR,Emerson Electric Company,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,FI,"Fiserv, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,GS,"Goldman Sachs Group, Inc. (The) Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,HLT,Hilton Worldwide Holdings Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,HD,"Home Depot, Inc. (The) Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,HON,Honeywell International Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,ICE,Intercontinental Exchange Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,JPM,JP Morgan Chase & Co. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,LRCX,Lam Research Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,LLY,Eli Lilly and Company Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,MA,Mastercard Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,MSFT,Microsoft Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,NKE,Nike Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,NVDA,NVIDIA Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,PANW,"Palo Alto Networks, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,PEP,"PepsiCo, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,PG,Procter & Gamble Company,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,RTX,RTX Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,SPGI,S&P Global Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,CRM,"Salesforce, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,SHW,Sherwin-Williams Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,SBUX,Starbucks Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,--,"T-Mobile US, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,TMO,Thermo Fisher Scientific Inc,Stock,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,UNP,Union Pacific Corp,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,UNH,Unitedhealth Group Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,V,Visa Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Joint,ZTS,Zoetis Inc. Class A Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,11/01/2023
10/03/2023,Self,WMT,Walmart Inc,Stock,Sale (Full),"$50,001 - $100,000",--,Vance,JD,10/23/2023
09/21/2023,Spouse,YUM,"Yum! Brands, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,WAL,Western Alliance Bancorp,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,VZ,Verizon Communications Inc. Common Stock,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,UNP,Union Pacific Corporation Common Stock,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,UNH,UnitedHealth Group Incorporated Common Stock (DE),Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,PNC,"PNC Financial Services Group, Inc. (The) Common St",Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,PM,Philip Morris International Inc,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,PLD,"Prologis, Inc. Common Stock",Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,PG,Procter & Gamble Company,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,NTR,Nutrien Ltd,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,MRK,Merck & Company,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,MDT,Medtronic plc. Ordinary Shares,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,MCD,McDonald's Corp,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,KO,Coca-Cola Company,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,JNJ,Johnson & Johnson,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,GD,General Dynamics Corp,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,EQNR,Equinor ASA,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,EMR,Emerson Electric Company,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,CVS,CVS Health Corporation Common Stock,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,CUBE,Cubesmart,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,CF,"CF Industries Holdings, Inc. Common Stock",Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,BRK.B,Berkshire Hathaway Cl B,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,APA,APA Corporation - Common Stock,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,ADP,Automatic Data Procs,Stock,Sale (Full),"$50,001 - $100,000",--,Ricketts,John P,10/20/2023
09/21/2023,Spouse,ABT,Abbott Laboratories,Stock,Sale (Full),"$100,001 - $250,000",--,Ricketts,John P,10/20/2023
10/02/2023,Self,--,"445 Park Commons Company: 445 Park Commons
                                                    
                                                         (Nashville, TN) Description: Underlying commercial real estate asset owned by NSHD MSE Block C Joint Venture, LLC in Nashville, TN.",Other Securities,Purchase,"$250,001 - $500,000",--,"Hagerty, IV",William F,10/18/2023
10/02/2023,Self,--,"NSHD MSE Block C Joint Venture, LLC Company: NSHD MSE Block C Joint Venture, LLC
                                                    
                                                         (Nashville, TN) Description: LLC interest for the purpose of investing in commercial real estate.",Other Securities,Purchase,"$250,001 - $500,000","Asset held by Roundstone Ventures, LLC.","Hagerty, IV",William F,10/18/2023
09/20/2023,Spouse,C,Citigroup Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Spouse,PYPL,Paypal Holdings,Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Spouse,T,AT&T Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Spouse,BTO,John Hancock Financial Opportunities Fund Common S,Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Spouse,WBD,"Warner Bros. Discovery, Inc. - Series A Common Sto",Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Spouse,INTC,Intel Corp,Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,MET,Metlife Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,IR,Ingersoll Rand Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,KVUE,Kenvue Inc,Stock,Purchase,"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,VZ,Verizon Communications Inc,Stock,Purchase,"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,NVS,Novartis Ag ADR,Stock,Purchase,"$15,001 - $50,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,MMM,3M Company,Stock,Sale (Full),"$15,001 - $50,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,T,AT&T Inc,Stock,Sale (Full),"$15,001 - $50,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,TSLA,Tesla Inc,Stock,Purchase,"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,SQ,"Block, Inc. Class A Common Stock,",Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,WBD,"Warner Bros. Discovery, Inc. - Series A Common Sto",Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,10/17/2023
09/20/2023,Self,LLY,Eli Lilly and Company,Stock,Purchase,"$15,001 - $50,000",--,Whitehouse,Sheldon,10/17/2023
09/27/2023,Spouse,SPGI,S&P Global Inc,Stock,Purchase,"$1,001 - $15,000",--,Capito,Shelley M,10/14/2023
09/22/2023,Spouse,UNH,Unitedhealth Group Inc,Stock,Purchase,"$1,001 - $15,000",--,Capito,Shelley M,10/14/2023
09/22/2023,Spouse,ACN,Accenture Plc,Stock,Purchase,"$1,001 - $15,000",--,Capito,Shelley M,10/14/2023
09/21/2023,Spouse,RTX,Rtx Corp,Stock,Sale (Full),"$1,001 - $15,000",--,Capito,Shelley M,10/14/2023
09/01/2023,Spouse,USB,U.S. Bancorp,Stock,Sale (Full),"$1,001 - $15,000",--,Capito,Shelley M,10/14/2023
09/08/2023,Joint,LLY,Eli Lilly and Company Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/07/2023,Joint,PRU,"Prudential Financial, Inc. Common Stock",Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,10/13/2023
09/07/2023,Joint,TSN,"Tyson Foods, Inc. Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/07/2023,Self,AAPL,Apple Inc. - Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,10/13/2023
09/28/2023,Joint,KR,Kroger Company (The) Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,10/13/2023
09/20/2023,Joint,CLX,Clorox Company (The) Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Tuberville,Thomas H,10/13/2023
09/18/2023,Joint,FITB,Fifth Third Bancorp - Common Stock Option Type: Call Strike price: $30.00 Expires: 05/17/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/18/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock Option Type: Call Strike price: $180.00 Expires: 04/19/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/18/2023,Joint,LPX,Louisiana-Pacific Corporation Common Stock Option Type: Call Strike price: $70.00 Expires: 05/17/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/18/2023,Joint,PARA,Paramount Global - Class B Common Stock Option Type: Call Strike price: $17.50 Expires: 06/21/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/18/2023,Joint,PARA,Paramount Global - Class B Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,10/13/2023
09/18/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Tuberville,Thomas H,10/13/2023
09/15/2023,Joint,KMB,Kimberly-Clark Corporation Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,10/13/2023
09/14/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,10/13/2023
09/14/2023,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/13/2023,Joint,INTC,Intel Corporation - Common Stock Option Type: Call Strike price: $45.00 Expires: 04/19/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/13/2023,Joint,QCOM,QUALCOMM Incorporated - Common Stock Option Type: Put Strike price: $110.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,10/13/2023
09/13/2023,Joint,QCOM,QUALCOMM Incorporated - Common Stock Option Type: Call Strike price: $125.00 Expires: 03/15/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/13/2023,Joint,QCOM,QUALCOMM Incorporated - Common Stock,Stock,Sale (Full),"$250,001 - $500,000",--,Tuberville,Thomas H,10/13/2023
09/13/2023,Joint,KMB,Kimberly-Clark Corporation Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,10/13/2023
09/12/2023,Joint,LPX,Louisiana-Pacific Corporation Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Tuberville,Thomas H,10/13/2023
09/08/2023,Joint,KMB,Kimberly-Clark Corporation Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,10/13/2023
09/08/2023,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,10/13/2023
09/07/2023,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,10/13/2023
09/01/2023,Joint,QCOM,QUALCOMM Incorporated - Common Stock Option Type: Call Strike price: $125.00 Expires: 03/15/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,10/13/2023
09/13/2023,Joint,--,ALAMOGORDO N MEX MUN SCH DIST NO 001 GO BDS Rate/Coupon: 5.0% Matures: 08/01/27,Municipal Security,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,10/12/2023
09/13/2023,Joint,--,AUSTIN TEX PUB IMPT REF BDS Rate/Coupon: 5.0% Matures: 09/01/24,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,10/12/2023
09/13/2023,Joint,--,AUSTIN TEX CTFS OBLIG Rate/Coupon: 5.0% Matures: 09/01/38,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,10/12/2023
09/13/2023,Joint,--,CENTRAL WEBER UTAH SWR IMPT DIST SWR REV BDS Rate/Coupon: 5.0% Matures: 03/01/24,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,10/12/2023
09/13/2023,Joint,--,IPS MULTI-SCH BLDG CORP IND UNLTD AD VALOREM PPTY TAX FIRST MTG BDS Rate/Coupon: 5.0% Matures: 07/15/38,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,10/12/2023
09/14/2023,Joint,--,SEATTLE WASH DRAIN & WASTEWATER REV REF REV BDS Rate/Coupon: 4.0% Matures: 05/01/39,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,10/12/2023
09/20/2023,Joint,--,TEXAS ST GO MOBILITY FD BDS A Rate/Coupon: 4.0% Matures: 10/01/34,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,10/12/2023
09/22/2023,Joint,--,UPTON CNTY TEX TAX NTS Rate/Coupon: 5.0% Matures: 02/15/25,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,10/12/2023
09/26/2023,Joint,--,JOHNSTON CNTY N C GO REF BDS Rate/Coupon: 5.0% Matures: 02/01/24,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,10/12/2023
